_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry,LONGITUDE,LATITUDE
1452,1457,BAY ST,None,ST JOSEPH ST,None,None,None,1983-05-25T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1452,8140673,13464231.0,,,,,1452,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.3877229990455, 43.66564399601546]}",-79.3877229990455,43.66564399601546
1453,1458,SHERBOURNE ST,None,HOWARD ST,None,None,None,1983-05-26T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1453,7753807,13463233.0,,,,,1453,,,,2021-01-28T05:00:00,2021-01-28T05:00:00,2021-01-28T05:00:00,,None,"{""type"": ""Point"", ""coordinates"": [-79.37644900367373, 43.671271998217186]}",-79.37644900367373,43.671271998217186
1454,1459,FINCH AVE W,None,WESTMORE DR,None,None,None,1983-06-30T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1454,907173,13453185.0,1.0,1.0,,,1454,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.60100099866979, 43.73463199599435]}",-79.60100099866979,43.73463199599435
1455,1460,QUEEN ST W,70m WEST OF,YONGE ST,None,None,None,1983-03-08T05:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1455,11226820,,1.0,,,,1455,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.38012000220482, 43.652260004171026]}",-79.38012000220482,43.652260004171026
1456,1461,QUEEN ST W,None,JOHN ST,None,None,None,1983-07-21T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1456,3948809,13466770.0,,1.0,,,1456,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.39113700128814, 43.64989699908359]}",-79.39113700128814,43.64989699908359
1457,1462,WYNFORD DR,None,EGLINTON E ST DENNIS RAMP,PRIVATE ACCESS,None,None,1983-04-08T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1457,3259848,13454290.0,1.0,,,,1457,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32470899592757, 43.723697997212945]}",-79.32470899592757,43.723697997212945
1458,1463,WYNFORD DR,None,EGLINTON W WYNFORD DR RAMP,PRIVATE ACCESS,None,None,1983-04-08T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1458,444150,13454092.0,1.0,,,,1458,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32598099536325, 43.72521899948108]}",-79.32598099536325,43.72521899948108
1459,1464,EGLINTON AVE E,None,ST DENNIS EGLINTON E RAMP,None,None,WYNFORD RAMP (EB),1983-04-08T04:00:00,SCOOT,None,SAV,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",None,2,1459,444213,13454143.0,,,,,1459,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.3236520002174, 43.72482999683623]}",-79.3236520002174,43.72482999683623
1460,1465,PHARMACY AVE,None,PINEMEADOW BLVD,CORINTHIAN BLVD,None,None,1983-12-09T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1460,106276,13444341.0,,,,,1460,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32497999691806, 43.792789999170644]}",-79.32497999691806,43.792789999170644
1461,1466,ROYAL YORK RD,None,NORSEMAN ST,None,None,None,1983-09-15T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1461,30030602,13468685.0,,,,,1461,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.50705200314219, 43.63694400128064]}",-79.50705200314219,43.63694400128064
1462,1467,STEELES AVE W,None,CACTUS AVE,PALM GATE BLVD,None,None,1983-07-09T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1462,10335730,13444337.0,1.0,,,,1462,,,,,,2021-04-21T04:00:00,2021-04-21T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.43656400345631, 43.79441400244742]}",-79.43656400345631,43.79441400244742
1463,1468,LAWRENCE AVE E,None,FORTUNE GT,None,None,None,1983-08-11T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,1463,108993,13448378.0,1.0,,,,1463,,,,2019-10-23T04:00:00,,,,"South: None, East & West: Crosswalk","{""type"": ""Point"", ""coordinates"": [-79.21976799881057, 43.76100600059315]}",-79.21976799881057,43.76100600059315
1464,1469,WARDEN AVE,None,TOWER DR,None,None,None,1983-10-14T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1464,109724,13449474.0,1.0,,,,1464,,,,2021-04-01T04:00:00,2021-04-01T04:00:00,2021-04-01T04:00:00,2021-04-01T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.29838800140037, 43.75440199928678]}",-79.29838800140037,43.75440199928678
1465,1470,ROGERS RD,None,OLD WESTON RD,WATT AVE,None,None,1958-01-31T05:00:00,TransSuite,None,SA1,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,1465,30073960,13461619.0,-1.0,,,,1465,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.46767499380589, 43.681895003713066]}",-79.46767499380589,43.681895003713066
1466,1471,OLD KINGSTON RD,None,MILITARY TRL,None,None,None,1983-11-30T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1466,106814,13445429.0,,,,,1466,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.17295599498865, 43.781883001615704]}",-79.17295599498865,43.781883001615704
1467,1472,JANE ST,70m NORTH OF,WILLIAM CRAGG DR,PRIVATE ACCESS,SHERIDAN MALL,None,1983-12-15T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1467,4723654,,,1.0,1.0,,1467,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.50912000393112, 43.72299000401712]}",-79.50912000393112,43.72299000401712
1468,1473,SHEPPARD AVE E,None,BRECKON GT,BRENYON WAY,None,None,1983-01-12T05:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1468,105003,13443237.0,,,,,1468,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.20689900374639, 43.80047999621643]}",-79.20689900374639,43.80047999621643
1469,1474,NEILSON RD,None,BERNER TRL,WICKSON TRL,None,None,1984-02-15T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1469,105133,13443108.0,,,,,1469,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.21779899929386, 43.80207400249419]}",-79.21779899929386,43.80207400249419
1470,1475,DANFORTH AVE,None,WOODINGTON AVE,None,None,None,1984-01-02T05:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,1470,1139648,13460873.0,,,,,1470,,,,,,2019-12-05T05:00:00,2019-12-05T05:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.32089099817559, 43.68394399715252]}",-79.32089099817559,43.68394399715252
1471,1476,YORKDALE RD,335m EAST OF,DUFFERIN ST,None,YORKDALE MALL NORTH PARKING,None,1983-08-12T04:00:00,TransSuite,None,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1471,4940064,,,,,,1471,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.45394999804756, 43.72825999615088]}",-79.45394999804756,43.72825999615088
1472,1477,WILSON AVE,None,ALLINGHAM GDNS,PRIVATE ACCESS,None,None,1984-12-04T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1472,9879309,13452740.0,,,,,1472,,,,2021-06-15T04:00:00,2021-06-15T04:00:00,2021-06-15T04:00:00,2021-06-15T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.4426700023765, 43.735581997111574]}",-79.4426700023765,43.735581997111574
1473,1478,BAY ST,12m NORTH OF,HAGERMAN ST,None,None,None,1984-03-28T04:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1473,10906585,13466048.0,1.0,,,,1473,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.38320299953702, 43.65431799817755]}",-79.38320299953702,43.65431799817755
1474,1479,BLOOR ST W,None,DURIE ST,None,None,WEST INTERSECTION,1984-03-27T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1474,30072776,13466857.0,1.0,,,,1474,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.4790829988368, 43.650500999523125]}",-79.4790829988368,43.650500999523125
1475,1480,CHURCH ST,None,ALEXANDER ST,None,None,None,1984-06-27T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1475,6535342,13464545.0,,,,,1475,,,,2022-04-13T04:00:00,2022-04-13T04:00:00,2022-04-13T04:00:00,2022-04-13T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.38011099698721, 43.663696999915786]}",-79.38011099698721,43.663696999915786
1476,1481,EGLINTON AVE W,None,COMMERCE BLVD,PRIVATE ACCESS,None,490m SW of RENFORTH DR,1986-07-08T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1476,14303952,14303953.0,,,,,1476,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.59114812875357, 43.662448318730064]}",-79.59114812875357,43.662448318730064
1477,1482,QUEENS PARK CRES W,None,HOSKIN AVE,None,None,None,1985-04-29T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1477,30021550,30021549.0,1.0,,,,1477,1.0,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.3938969966197, 43.665020996930956]}",-79.3938969966197,43.665020996930956
1478,1483,EGLINTON AVE W,None,EXPLORER DR,None,None,560m NE of CENTENNIAL PARK BLVD,1985-09-25T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1478,30012606,30012605.0,,,,,1478,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.59412321419687, 43.65971789755675]}",-79.59412321419687,43.65971789755675
1479,1484,EGLINTON AVE W,None,CENTENNIAL PARK BLVD,ORBITOR DR,None,None,1988-07-01T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1479,30012607,13466247.0,,,,,1479,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.59841000240901, 43.65583400402474]}",-79.59841000240901,43.65583400402474
1480,1484,EGLINTON AVE W,None,CENTENNIAL PARK BLVD,ORBITOR DR,None,None,2022-11-10T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1480,30012607,13466247.0,,,,,1480,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.59841000240901, 43.65583400402474]}",-79.59841000240901,43.65583400402474
1481,1485,MCCOWAN RD,None,TRITON RD,None,None,None,1985-03-22T04:00:00,TransSuite,None,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1481,107587,13446387.0,,,,,1481,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.25258700391474, 43.77543800154116]}",-79.25258700391474,43.77543800154116
1482,1486,STEELES AVE W,None,MARTIN GROVE RD,None,None,None,1985-12-16T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1482,14659946,13449574.0,,1.0,,,1482,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.60338100354791, 43.757860998667084]}",-79.60338100354791,43.757860998667084
1483,1487,STEELES AVE W,None,400 S STEELES AVE W RAMP,PRIVATE ACCESS,None,WEST INTERSECTION,1985-09-19T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1483,14303958,14303959.0,,,,,1483,,,,,,2021-04-21T04:00:00,2021-04-21T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.53779500391094, 43.77208900130617]}",-79.53779500391094,43.77208900130617
1484,1488,ADELAIDE ST W,None,PORTLAND ST,None,None,None,1985-11-07T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1484,1146265,13467481.0,,,,,1484,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.40063600067218, 43.64573299573924]}",-79.40063600067218,43.64573299573924
1485,1489,WELLINGTON ST W,None,JOHN ST,None,None,None,1985-08-14T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1485,1146352,13467525.0,1.0,,,,1485,,,,2019-12-05T05:00:00,2019-12-05T05:00:00,,,East & West: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.38924499435416, 43.64527499708676]}",-79.38924499435416,43.64527499708676
1486,1490,WARDEN AVE,None,BAMBURGH CRCL,None,None,NORTH INTERSECTION,1984-01-08T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1486,3049683,13442145.0,,,,,1486,,,,2021-04-01T04:00:00,2021-04-01T04:00:00,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32455500022992, 43.81619899952202]}",-79.32455500022992,43.81619899952202
1487,1491,STEELES AVE E,None,BRIMLEY RD,None,None,None,1985-03-10T05:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1487,9467645,13441677.0,,,,,1487,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.28720199716751, 43.82829399760194]}",-79.28720199716751,43.82829399760194
1488,1492,STEELES AVE E,None,MCCOWAN RD,None,None,None,1985-10-31T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1488,102933,13441649.0,,,,,1488,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.27519499750672, 43.83104499738016]}",-79.27519499750672,43.83104499738016
1489,1493,MCCOWAN RD,None,MCNICOLL AVE,None,None,None,1985-07-11T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1489,103472,13442036.0,1.0,,,,1489,1.0,,,2022-01-06T05:00:00,2022-01-06T05:00:00,,,None,"{""type"": ""Point"", ""coordinates"": [-79.27198000580634, 43.81794099925848]}",-79.27198000580634,43.81794099925848
1490,1494,MIDLAND AVE,None,SILVER STAR BLVD,SOUTH SHIELDS AVE,None,None,1985-11-14T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Fixed Time,4,1490,6242491,13442762.0,1.0,,,,1490,,,,2020-10-08T04:00:00,2020-10-08T04:00:00,,,None,"{""type"": ""Point"", ""coordinates"": [-79.28879999440497, 43.80704999606723]}",-79.28879999440497,43.80704999606723
1491,1495,YORK MILLS RD,None,DVP S YORK MILLS W RAMP,None,None,SB OFF RAMP,1985-11-27T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1491,440103,13449048.0,,,,,1491,,1.0,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.33724599967175, 43.75795600297417]}",-79.33724599967175,43.75795600297417
1492,1496,FINCH AVE W,None,HUMBER COLLEGE BLVD,None,None,None,1985-12-19T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1492,907223,13453266.0,,1.0,,,1492,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.60991300035818, 43.73409700371268]}",-79.60991300035818,43.73409700371268
1493,1497,AVENUE RD,None,COLLEGE VIEW AVE,None,None,None,1985-11-29T05:00:00,SCOOT,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1493,1138810,13457923.0,,,,,1493,,,,2022-04-14T04:00:00,2022-04-14T04:00:00,2022-04-14T04:00:00,2022-04-14T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.40744499846706, 43.70183900251673]}",-79.40744499846706,43.70183900251673
1494,1498,COXWELL AVE,None,GLEBEHOLME BLVD,None,None,None,1985-02-12T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1494,1139547,13460535.0,1.0,,,,1494,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.32465899516775, 43.68579200107796]}",-79.32465899516775,43.68579200107796
1495,1499,MEADOWVALE RD,None,DEAN PARK RD,GENERATION BLVD,None,None,1985-12-13T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1495,104540,13442843.0,1.0,,,,1495,,,,2019-10-23T04:00:00,2019-10-23T04:00:00,,,East & West: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.16878799803098, 43.804224997224274]}",-79.16878799803098,43.804224997224274
1496,1500,ISLINGTON AVE,None,BEAUMONDE HEIGHTS DR,PRIVATE ACCESS,None,APT. BUILDING,1985-12-12T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1496,906841,13451900.0,,,,,1496,,,,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.56774500443754, 43.74246499610667]}",-79.56774500443754,43.74246499610667
1497,1501,CONSILIUM PL,None,CORPORATE DR,None,None,None,1986-07-23T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1497,107417,13445842.0,,,,,1497,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.25123799497912, 43.779684996401]}",-79.25123799497912,43.779684996401
1498,1502,CORPORATE DR,None,CORPORATE DR 401 C E RAMP,PRIVATE ACCESS,None,E/B ON RAMP,1986-07-07T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1498,107192,13445903.0,,,,,1498,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.25339499756214, 43.77924499582485]}",-79.25339499756214,43.77924499582485
1499,1503,STEELES AVE E,None,KELVIN GROVE AVE,PUTNAM GT,None,None,1986-04-30T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1499,103265,13441856.0,,,,,1499,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.31226400342155, 43.82247399727633]}",-79.31226400342155,43.82247399727633
1500,1504,BIRCHMOUNT RD,None,SANWOOD BLVD,WINTERMUTE BLVD,None,None,1986-04-06T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1500,103662,13442139.0,,,,,1500,,,,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.31453999989986, 43.81620399710333]}",-79.31453999989986,43.81620399710333
1501,1505,KING ST W,None,DUNN AVE,None,None,None,1986-07-29T04:00:00,TransSuite,None,SAP,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,3,1501,8190137,13468520.0,1.0,1.0,,,1501,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.43328299895829, 43.637743003038416]}",-79.43328299895829,43.637743003038416
1502,1506,FINCH AVE W,None,HUMBERLINE DR,None,None,None,1986-07-23T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1502,907171,13453152.0,,,,,1502,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.61787699837899, 43.73503800440719]}",-79.61787699837899,43.73503800440719
1503,1507,MCCOWAN RD,None,COMMANDER BLVD,PRIVATE ACCESS,None,None,1987-01-21T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1503,4876070,13443810.0,,,,,1503,,,,2021-12-30T05:00:00,2021-12-30T05:00:00,2021-12-30T05:00:00,2021-12-30T05:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.26151400008675, 43.79612399941323]}",-79.26151400008675,43.79612399941323
1504,1508,DAVENPORT RD,None,OSLER ST,None,None,None,1986-06-19T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1504,8740317,,1.0,,,,1504,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.45961999479073, 43.670439999080756]}",-79.45961999479073,43.670439999080756
1505,1509,DANFORTH RD,18m SOUTH OF,WINTER AVE,None,None,None,1996-05-14T04:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1505,111479,,1.0,,,,1505,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.2518199951206, 43.72925000333895]}",-79.2518199951206,43.72925000333895
1506,1510,BRIMLEY RD,None,MCNICOLL AVE,None,None,None,1986-10-06T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1506,103633,13442140.0,,,,,1506,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.28186799859532, 43.81566999775308]}",-79.28186799859532,43.81566999775308
1507,1511,STEELES AVE W,None,PETER KAISER GT,ADESSO DR,None,None,1986-08-14T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1507,438516,13447070.0,,1.0,,,1507,,,,2021-04-21T04:00:00,2021-04-21T04:00:00,2021-04-21T04:00:00,2021-04-21T04:00:00,None,"{""type"": ""Point"", ""coordinates"": [-79.52683299577242, 43.774303003194845]}",-79.52683299577242,43.774303003194845
1508,1512,FENMAR DR,None,ORMONT DR,None,None,None,1986-08-27T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1508,439867,13448814.0,,,,,1508,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.5560999956647, 43.762556995788465]}",-79.5560999956647,43.762556995788465
1509,1513,CHESSWOOD DR,None,STEEPROCK DR,PRIVATE ACCESS,None,None,1986-10-29T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1509,440653,13449421.0,,,,,1509,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.4750799987151, 43.75721800166647]}",-79.4750799987151,43.75721800166647
1510,1514,FAIRVIEW MALL DR,None,FAIRVIEW MALL DR,PRIVATE ACCESS,FAIRVIEW MALL ACCESS,None,1986-09-24T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1510,437808,13446011.0,,,,,1510,,,,,,2021-12-22T05:00:00,2021-12-22T05:00:00,LPI is on East & West Crosswalks.,"{""type"": ""Point"", ""coordinates"": [-79.34264599844373, 43.77972800381656]}",-79.34264599844373,43.77972800381656
1511,1515,FAIRVIEW MALL DR,None,FAIRVIEW MALL 404 S RAMP,PRIVATE ACCESS,FAIRVIEW MALL EXIT,HWY 404 S/B OFF RAMP,1986-09-18T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1511,438089,13446145.0,,,,,1511,,,,,,,,None,"{""type"": ""Point"", ""coordinates"": [-79.34159799568661, 43.778708003352214]}",-79.34159799568661,43.778708003352214
1512,1516,BLOOR ST W,None,AUKLAND RD,None,None,None,1986-11-13T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1512,3295646,13468356.0,,,,,1512,,,,,,2022-02-07T05:00:00,,None,"{""type"": ""Point"", ""coordinates"": [-79.54062699625888, 43.6406410043174]}",-79.54062699625888,43.6406410043174
1513,1517,SHEPPARD AVE E,None,BUCHAN CRT,PRIVATE ACCESS,MEDICAL CENTRE,1333 SHEPPARD AVE E,1986-09-25T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1513,438522,13446985.0,1.0,,,,1513,,,,2021-01-18T05:00:00,2021-01-18T05:00:00,2019-10-23T04:00:00,2019-10-23T04:00:00,North & South: Crosswalk,"{""type"": ""Point"", ""coordinates"": [-79.35866499450745, 43.77257200349963]}",-79.35866499450745,43.77257200349963
